university_year,total_score
University of Ljubljana 2014,
University of Ljubljana 2015,
University of Lorraine 2011,
University of Lorraine 2012,
University of Lorraine 2014,
University of Lorraine 2015,
University of Louisville 2005,
University of Louisville 2006,
University of Louisville 2007,
University of Louisville 2008,
University of Louisville 2009,
University of Maastricht 2005,
University of Maastricht 2006,
University of Maastricht 2007,
University of Maastricht 2008,
University of Maastricht 2009,
University of Maastricht 2010,
University of Maastricht 2011,
University of Maastricht 2012,
University of Maine 2005,
University of Maine 2006,
University of Maine 2007,
University of Maine 2008,
University of Mainz 2005,
University of Mainz 2006,
University of Mainz 2007,
University of Mainz 2008,
University of Mainz 2009,
University of Mainz 2010,
University of Mainz 2011,
University of Mainz 2012,
University of Mainz 2014,
University of Mainz 2015,
University of Malaya 2011,
University of Malaya 2014,
University of Malaya 2015,
University of Manitoba 2005,
University of Manitoba 2006,
University of Manitoba 2007,
University of Manitoba 2008,
University of Manitoba 2009,
University of Manitoba 2010,
University of Manitoba 2011,
University of Manitoba 2012,
University of Manitoba 2014,
University of Manitoba 2015,
University of Marburg 2005,
University of Marburg 2006,
University of Marburg 2007,
University of Marburg 2008,
University of Marburg 2009,
University of Marburg 2010,
University of Marburg 2011,
University of Marburg 2012,
University of Marburg 2014,
University of Marburg 2015,
"University of Maryland, Baltimore 2005",
"University of Maryland, Baltimore 2006",
"University of Maryland, Baltimore 2007",
"University of Maryland, Baltimore 2007",
"University of Maryland, Baltimore 2008",
"University of Maryland, Baltimore 2008",
"University of Maryland, Baltimore 2009",
"University of Maryland, Baltimore 2010",
"University of Maryland, Baltimore 2011",
"University of Maryland, Baltimore 2012",
"University of Maryland, Baltimore 2014",
"University of Maryland, Baltimore 2015",
"University of Maryland, Baltimore County 2005",
"University of Maryland, Baltimore County 2006",
"University of Maryland, Baltimore County 2009",
"University of Maryland, Baltimore County 2011",
"University of Maryland, Baltimore County 2014",
"University of Maryland, Baltimore County 2015",
University of Massachusetts Amherst 2005,
University of Massachusetts Amherst 2006,
University of Massachusetts Amherst 2007,
University of Massachusetts Amherst 2008,
University of Massachusetts Amherst 2009,
University of Massachusetts Amherst 2010,
University of Massachusetts Amherst 2011,
University of Massachusetts Amherst 2012,
University of Massachusetts Amherst 2014,
University of Massachusetts Amherst 2015,
University of Massachusetts Medical School - Worcester 2005,
University of Massachusetts Medical School - Worcester 2006,
University of Massachusetts Medical School - Worcester 2007,
University of Massachusetts Medical School - Worcester 2008,
University of Massachusetts Medical School - Worcester 2009,
University of Massachusetts Medical School - Worcester 2010,
University of Massachusetts Medical School - Worcester 2011,
University of Massachusetts Medical School - Worcester 2012,
University of Massachusetts Medical School - Worcester 2014,
University of Massachusetts Medical School - Worcester 2015,
University of Medicine and Dentistry New Jersey 2005,
University of Medicine and Dentistry New Jersey 2006,
University of Medicine and Dentistry New Jersey 2007,
University of Medicine and Dentistry New Jersey 2008,
University of Medicine and Dentistry New Jersey 2009,
University of Medicine and Dentistry New Jersey 2010,
University of Medicine and Dentistry New Jersey 2011,
University of Medicine and Dentistry New Jersey 2012,
University of Miami 2005,
University of Miami 2006,
University of Miami 2007,
University of Miami 2008,
University of Miami 2009,
University of Miami 2010,
University of Miami 2011,
University of Miami 2012,
University of Miami 2014,
University of Miami 2015,
University of Milan - Bicocca 2011,
University of Milan - Bicocca 2014,
University of Milan - Bicocca 2015,
University of Milan 2005,
University of Milan 2006,
University of Milan 2007,
University of Milan 2008,
University of Milan 2009,
University of Milan 2010,
University of Milan 2010,
University of Milan 2011,
University of Milan 2012,
University of Milan 2014,
University of Milan 2015,
University of Mississippi 2005,
University of Mississippi 2006,
University of Missouri - Columbia 2005,
University of Missouri - Columbia 2006,
University of Missouri - Columbia 2007,
University of Missouri - Columbia 2008,
University of Missouri - Columbia 2009,
University of Missouri - Columbia 2010,
University of Missouri - Columbia 2011,
University of Missouri - Columbia 2012,
University of Missouri - Columbia 2014,
University of Missouri - Columbia 2015,
University of Montana - Missoula 2015,
University of Montpellier 2 2005,
University of Montpellier 2 2006,
University of Montpellier 2 2007,
University of Montpellier 2 2008,
University of Montpellier 2 2009,
University of Montpellier 2 2010,
University of Montpellier 2 2011,
University of Montpellier 2 2012,
University of Montpellier 2 2014,
University of Montpellier 2015,
University of Montreal 2005,
University of Montreal 2006,
University of Montreal 2007,
University of Montreal 2008,
University of Montreal 2009,
University of Montreal 2010,
University of Montreal 2011,
University of Montreal 2012,
University of Montreal 2014,
University of Montreal 2015,
University of Muenster 2005,
University of Muenster 2006,
University of Muenster 2007,
University of Muenster 2008,
University of Muenster 2009,
University of Muenster 2010,
University of Muenster 2011,
University of Muenster 2012,
University of Muenster 2014,
University of Muenster 2015,
University of Naples Federico II 2005,
University of Naples Federico II 2006,
University of Naples Federico II 2007,
University of Naples Federico II 2008,
University of Naples Federico II 2009,
University of Naples Federico II 2010,
University of Naples Federico II 2011,
University of Naples Federico II 2014,
University of Naples Federico II 2015,
University of Nebraska - Lincoln 2005,
University of Nebraska - Lincoln 2006,
University of Nebraska - Lincoln 2007,
University of Nebraska - Lincoln 2008,
University of Nebraska - Lincoln 2009,
University of Nebraska - Lincoln 2010,
University of Nebraska - Lincoln 2011,
University of Nebraska - Lincoln 2012,
University of Nebraska - Lincoln 2014,
University of Nebraska - Lincoln 2015,
University of Nebraska Medical Center 2005,
University of Nebraska Medical Center 2006,
University of Nebraska Medical Center 2007,
University of Nebraska Medical Center 2008,
University of Nebraska Medical Center 2009,
University of Nebraska Medical Center 2010,
University of Nebraska Medical Center 2011,
University of Nevada - Reno 2005,
University of Nevada - Reno 2006,
University of Nevada - Reno 2007,
University of Nevada - Reno 2008,
University of Nevada - Reno 2009,
University of Nevada - Reno 2010,
University of Nevada - Reno 2011,
University of New England 2006,
University of New England 2007,
University of New Hampshire - Durham 2005,
University of New Hampshire - Durham 2006,
University of New Hampshire - Durham 2007,
University of New Hampshire - Durham 2008,
University of New Hampshire - Durham 2009,
University of New Hampshire - Durham 2010,
University of New Hampshire - Durham 2011,
University of New Hampshire - Durham 2014,
University of New Hampshire - Durham 2015,
University of New South Wales 2005,
University of New South Wales 2006,
University of New South Wales 2007,
University of New South Wales 2008,
University of New South Wales 2009,
University of New South Wales 2010,
University of New South Wales 2011,
University of New South Wales 2012,
University of Newcastle 2005,
University of Newcastle 2006,
University of Newcastle 2007,
University of Newcastle 2008,
University of Newcastle 2009,
University of Newcastle 2010,
University of Newcastle 2011,
University of Newcastle 2014,
University of Nice Sophia Antipolis 2006,
University of Nice Sophia Antipolis 2007,
University of Nice Sophia Antipolis 2008,
University of Nice Sophia Antipolis 2009,
University of Nice Sophia Antipolis 2010,
University of Nice Sophia Antipolis 2011,
University of Nice Sophia Antipolis 2014,
University of Nice Sophia Antipolis 2015,
University of Notre Dame 2005,
University of Notre Dame 2006,
University of Notre Dame 2007,
University of Notre Dame 2008,
University of Notre Dame 2009,
University of Notre Dame 2010,
University of Notre Dame 2011,
University of Notre Dame 2012,
University of Notre Dame 2014,
University of Notre Dame 2015,
University of Nottingham 2014,
University of Nottingham 2015,
University of Oklahoma - Norman 2005,
University of Oklahoma - Norman 2006,
University of Oklahoma - Norman 2007,
University of Oklahoma - Norman 2008,
University of Oklahoma - Norman 2009,
University of Oklahoma - Norman 2010,
University of Oklahoma - Norman 2011,
University of Oklahoma - Norman 2014,
University of Oklahoma - Norman 2015,
University of Oregon 2005,
University of Oregon 2006,
University of Oregon 2007,
University of Oregon 2008,
University of Oregon 2009,
University of Oregon 2010,
University of Oregon 2011,
University of Oregon 2012,
University of Oregon 2014,
University of Oregon 2015,
University of Otago 2005,
University of Otago 2006,
University of Otago 2007,
University of Otago 2008,
University of Otago 2009,
University of Otago 2010,
University of Otago 2011,
University of Otago 2014,
University of Otago 2015,
University of Ottawa 2005,
University of Ottawa 2006,
University of Ottawa 2007,
University of Ottawa 2008,
University of Ottawa 2009,
University of Ottawa 2010,
University of Ottawa 2011,
University of Ottawa 2014,
University of Ottawa 2015,
University of Oulu 2005,
University of Oulu 2006,
University of Oulu 2007,
University of Oulu 2008,
University of Oulu 2009,
University of Oulu 2010,
University of Oulu 2011,
University of Oulu 2014,
University of Oulu 2015,
University of Padua 2005,
University of Padua 2006,
University of Padua 2007,
University of Padua 2008,
University of Padua 2009,
University of Padua 2010,
University of Padua 2011,
University of Padua 2012,
University of Padua 2014,
University of Padua 2015,
University of Palermo 2005,
University of Palermo 2006,
University of Palermo 2007,
University of Palermo 2008,
University of Palermo 2009,
University of Palermo 2010,
University of Palermo 2011,
University of Palermo 2014,
University of Palermo 2015,
University of Paris Dauphine (Paris 9) 2005,
University of Paris Dauphine (Paris 9) 2006,
University of Paris Dauphine (Paris 9) 2007,
University of Paris Dauphine (Paris 9) 2008,
University of Paris Dauphine (Paris 9) 2009,
University of Paris Dauphine (Paris 9) 2010,
University of Paris Dauphine (Paris 9) 2011,
University of Paris Dauphine (Paris 9) 2014,
University of Paris Descartes (Paris 5) 2005,
University of Paris Descartes (Paris 5) 2006,
University of Paris Descartes (Paris 5) 2007,
University of Paris Descartes (Paris 5) 2008,
University of Paris Descartes (Paris 5) 2009,
University of Paris Descartes (Paris 5) 2010,
University of Paris Descartes (Paris 5) 2011,
University of Paris Descartes (Paris 5) 2012,
University of Paris Descartes (Paris 5) 2014,
University of Paris Descartes (Paris 5) 2015,
University of Paris Diderot (Paris 7) 2005,
University of Paris Diderot (Paris 7) 2006,
University of Paris Diderot (Paris 7) 2007,
University of Paris Diderot (Paris 7) 2008,
University of Paris Diderot (Paris 7) 2009,
University of Paris Diderot (Paris 7) 2010,
University of Paris Diderot (Paris 7) 2011,
University of Paris Diderot (Paris 7) 2012,
University of Parma 2005,
University of Parma 2006,
University of Parma 2008,
University of Parma 2009,
University of Parma 2010,
University of Parma 2011,
University of Parma 2014,
University of Parma 2015,
University of Pavia 2005,
University of Pavia 2006,
University of Pavia 2007,
University of Pavia 2008,
University of Pavia 2009,
University of Pavia 2010,
University of Pavia 2011,
University of Pavia 2014,
University of Pavia 2015,
University of Perugia 2005,
University of Perugia 2006,
University of Perugia 2007,
University of Perugia 2008,
University of Perugia 2009,
University of Perugia 2010,
University of Perugia 2011,
University of Perugia 2014,
University of Perugia 2015,
University of Pisa 2005,
University of Pisa 2006,
University of Pisa 2007,
University of Pisa 2008,
University of Pisa 2009,
University of Pisa 2010,
University of Pisa 2011,
University of Pisa 2012,
University of Pisa 2014,
University of Pisa 2015,
University of Pompeu Fabra 2009,
University of Pompeu Fabra 2010,
University of Pompeu Fabra 2011,
University of Pompeu Fabra 2014,
University of Porto 2007,
University of Porto 2008,
University of Porto 2009,
University of Porto 2010,
University of Porto 2011,
University of Porto 2014,
University of Porto 2015,
University of Pretoria 2005,
University of Pretoria 2006,
University of Pretoria 2007,
University of Provence (Aix-Marseille 1) 2005,
University of Provence (Aix-Marseille 1) 2006,
University of Provence (Aix-Marseille 1) 2007,
University of Provence (Aix-Marseille 1) 2008,
University of Provence (Aix-Marseille 1) 2009,
University of Provence (Aix-Marseille 1) 2010,
University of Quebec 2005,
University of Quebec 2006,
University of Quebec 2007,
University of Quebec 2008,
University of Quebec 2009,
University of Quebec 2010,
University of Quebec 2011,
University of Quebec 2014,
University of Quebec 2015,
University of Regensburg 2005,
University of Regensburg 2006,
University of Regensburg 2007,
University of Regensburg 2008,
University of Regensburg 2009,
University of Regensburg 2010,
University of Regensburg 2011,
University of Regensburg 2014,
University of Regensburg 2015,
University of Rennes 1 2007,
University of Rennes 1 2008,
University of Rennes 1 2009,
University of Rennes 1 2010,
University of Rennes 1 2011,
University of Rennes 1 2014,
University of Rennes 1 2015,
University of Rhode Island 2005,
University of Rhode Island 2006,
University of Rhode Island 2007,
University of Rhode Island 2008,
University of Rhode Island 2009,
University of Rhode Island 2010,
University of Rhode Island 2011,
University of Rhode Island 2014,
University of Rhode Island 2015,
University of Rochester 2015,
University of Roma - La Sapienza 2007,
University of Roma - La Sapienza 2008,
University of Roma - La Sapienza 2009,
University of Roma - La Sapienza 2010,
University of Roma - La Sapienza 2011,
University of Roma - La Sapienza 2012,
University of Roma - La Sapienza 2014,
University of Roma - Tor Vergata 2005,
University of Roma - Tor Vergata 2006,
University of Roma - Tor Vergata 2007,
University of Roma - Tor Vergata 2008,
University of Roma - Tor Vergata 2009,
University of Roma - Tor Vergata 2010,
University of Roma - Tor Vergata 2011,
University of Roma - Tor Vergata 2014,
University of Roma - Tor Vergata 2015,
University of Rostock 2005,
University of Rostock 2006,
University of Rostock 2007,
University of Rostock 2014,
University of Rostock 2015,
University of Santiago Compostela 2009,
University of Santiago Compostela 2010,
University of Santiago Compostela 2011,
University of Santiago Compostela 2014,
University of Santiago Compostela 2015,
University of Sao Paulo 2005,
University of Sao Paulo 2006,
University of Sao Paulo 2007,
University of Sao Paulo 2008,
University of Sao Paulo 2009,
University of Sao Paulo 2010,
University of Sao Paulo 2011,
University of Sao Paulo 2012,
University of Sao Paulo 2014,
University of Sao Paulo 2015,
University of Saskatchewan 2005,
University of Saskatchewan 2006,
University of Saskatchewan 2007,
University of Saskatchewan 2008,
University of Saskatchewan 2009,
University of Saskatchewan 2010,
University of Saskatchewan 2011,
University of Saskatchewan 2014,
University of Saskatchewan 2015,
University of Science and Technology of China 2005,
University of Science and Technology of China 2006,
University of Science and Technology of China 2007,
University of Science and Technology of China 2008,
University of Science and Technology of China 2009,
University of Science and Technology of China 2010,
University of Science and Technology of China 2011,
University of Science and Technology of China 2014,
University of Science and Technology of China 2015,
"University of Science, Malaysia 2014",
"University of Science, Malaysia 2015",
University of Sevilla 2005,
University of Sevilla 2006,
University of Sevilla 2007,
University of Sevilla 2008,
University of Sevilla 2009,
University of Seville 2015,
University of Sherbrooke 2005,
University of Sherbrooke 2006,
University of Sherbrooke 2007,
University of Sherbrooke 2008,
University of Sherbrooke 2009,
University of Sherbrooke 2010,
University of Sherbrooke 2011,
University of Siena 2005,
University of Siena 2006,
University of Siena 2007,
University of Siena 2008,
University of Siena 2009,
University of Siena 2010,
University of Siena 2011,
University of South Carolina - Columbia 2005,
University of South Carolina - Columbia 2006,
University of South Carolina - Columbia 2007,
University of South Carolina - Columbia 2008,
University of South Carolina - Columbia 2009,
University of South Carolina - Columbia 2010,
University of South Carolina - Columbia 2011,
University of South Carolina - Columbia 2014,
University of South Carolina - Columbia 2015,
University of South Florida 2005,
University of South Florida 2006,
University of South Florida 2007,
University of South Florida 2008,
University of South Florida 2009,
University of South Florida 2010,
University of South Florida 2011,
University of South Florida 2014,
University of South Florida 2015,
University of Southampton 2005,
University of Southampton 2006,
University of Southampton 2007,
University of Southampton 2008,
University of Southampton 2009,
University of Southampton 2010,
University of Southampton 2011,
University of Southampton 2012,
University of Southampton 2014,
University of Southampton 2015,
University of Southern Denmark 2005,
University of Southern Denmark 2006,
University of Southern Denmark 2007,
University of Southern Denmark 2008,
University of Southern Denmark 2009,
University of Southern Denmark 2010,
University of Southern Denmark 2011,
University of Southern Denmark 2014,
University of Southern Denmark 2015,
University of St Andrews 2005,
University of St Andrews 2006,
University of St Andrews 2007,
University of St Andrews 2008,
University of St Andrews 2009,
University of St Andrews 2010,
University of St Andrews 2011,
University of St Andrews 2014,
University of St Andrews 2015,
University of Strasbourg 2008,
University of Strasbourg 2009,
University of Strasbourg 2010,
University of Strasbourg 2011,
University of Strasbourg 2012,
University of Strathclyde 2007,
University of Stuttgart 2005,
University of Stuttgart 2006,
University of Stuttgart 2007,
University of Stuttgart 2008,
University of Stuttgart 2009,
University of Stuttgart 2010,
University of Stuttgart 2011,
University of Stuttgart 2014,
University of Stuttgart 2015,
University of Surrey 2005,
University of Surrey 2006,
University of Surrey 2007,
University of Surrey 2008,
University of Surrey 2009,
University of Surrey 2010,
University of Surrey 2011,
University of Surrey 2014,
University of Surrey 2015,
University of Sussex 2005,
University of Sussex 2006,
University of Sussex 2007,
University of Sussex 2008,
University of Sussex 2009,
University of Sussex 2010,
University of Sussex 2011,
University of Sussex 2012,
University of Sussex 2014,
University of Sussex 2015,
University of Sydney 2005,
University of Sydney 2006,
University of Sydney 2007,
University of Sydney 2014,
University of Sydney 2015,
University of Szeged 2005,
University of Szeged 2006,
University of Szeged 2007,
University of Szeged 2008,
University of Szeged 2009,
University of Szeged 2010,
University of Szeged 2011,
University of Szeged 2014,
University of Szeged 2015,
University of Tasmania 2005,
University of Tasmania 2006,
University of Tasmania 2007,
University of Tasmania 2008,
University of Tasmania 2009,
University of Tasmania 2010,
University of Tasmania 2011,
University of Tasmania 2014,
University of Tasmania 2015,
"University of Technology, Sydney 2011",
"University of Technology, Sydney 2014",
"University of Technology, Sydney 2015",
University of Tehran 2009,
University of Tehran 2010,
University of Tehran 2011,
University of Tehran 2014,
University of Tehran 2015,
University of Tennessee - Knoxville 2005,
University of Tennessee - Knoxville 2006,
University of Tennessee - Knoxville 2007,
University of Tennessee - Knoxville 2008,
University of Tennessee - Knoxville 2009,
University of Tennessee - Knoxville 2010,
University of Tennessee - Knoxville 2011,
University of Tennessee - Knoxville 2012,
University of Tennessee - Knoxville 2014,
University of Tennessee - Knoxville 2015,
University of Tennessee Health Science Center 2005,
University of Tennessee Health Science Center 2006,
University of Tennessee Health Science Center 2008,
University of Tennessee Health Science Center 2014,
University of Trieste 2005,
University of Trieste 2006,
University of Trieste 2014,
University of Trieste 2015,
University of Tromso 2005,
University of Tromso 2006,
University of Tromso 2007,
University of Tromso 2008,
University of Tromso 2009,
University of Tromso 2010,
University of Tromso 2011,
University of Tsukuba 2005,
University of Tsukuba 2006,
University of Tsukuba 2007,
University of Tsukuba 2008,
University of Tsukuba 2009,
University of Tsukuba 2010,
University of Tsukuba 2011,
University of Tsukuba 2012,
University of Tsukuba 2014,
University of Tsukuba 2015,
University of Tuebingen 2005,
University of Tuebingen 2006,
University of Tuebingen 2007,
University of Tuebingen 2008,
University of Tuebingen 2009,
University of Tuebingen 2010,
University of Tuebingen 2011,
University of Tuebingen 2012,
University of Tuebingen 2014,
University of Tuebingen 2015,
University of Turin 2005,
University of Turin 2006,
University of Turin 2007,
University of Turin 2008,
University of Turin 2009,
University of Turin 2010,
University of Turin 2011,
University of Turin 2014,
University of Turin 2015,
University of Turku 2005,
University of Turku 2006,
University of Turku 2007,
University of Turku 2008,
University of Turku 2009,
University of Turku 2010,
University of Turku 2011,
University of Turku 2014,
University of Turku 2015,
University of Twente 2005,
University of Twente 2006,
University of Twente 2007,
University of Twente 2008,
University of Twente 2009,
University of Twente 2010,
University of Twente 2011,
University of Twente 2014,
University of Twente 2015,
University of Ulm 2005,
University of Ulm 2006,
University of Ulm 2007,
University of Ulm 2008,
University of Ulm 2009,
University of Ulm 2010,
University of Ulm 2011,
University of Ulm 2014,
University of Ulm 2015,
University of Valencia 2005,
University of Valencia 2006,
University of Valencia 2007,
University of Valencia 2008,
University of Valencia 2009,
University of Valencia 2010,
University of Valencia 2011,
University of Valencia 2014,
University of Valencia 2015,
University of Vermont 2005,
University of Vermont 2006,
University of Vermont 2007,
University of Vermont 2008,
University of Vermont 2009,
University of Vermont 2010,
University of Vermont 2011,
University of Vermont 2014,
University of Vermont 2015,
University of Versailles 2010,
University of Versailles 2011,
University of Victoria 2005,
University of Victoria 2006,
University of Victoria 2007,
University of Victoria 2008,
University of Victoria 2009,
University of Victoria 2010,
University of Victoria 2011,
University of Victoria 2014,
University of Victoria 2015,
University of Vienna 2006,
University of Vienna 2007,
University of Vienna 2008,
University of Vienna 2009,
University of Vienna 2010,
University of Vienna 2011,
University of Vienna 2012,
University of Vienna 2014,
University of Vienna 2015,
University of Vigo 2011,
University of Virginia 2005,
University of Virginia 2006,
University of Virginia 2007,
University of Virginia 2011,
University of Virginia 2012,
University of Virginia 2014,
University of Virginia 2015,
University of Wageningen 2005,
University of Wageningen 2006,
University of Wageningen 2007,
University of Wageningen 2008,
University of Wageningen 2009,
University of Wageningen 2010,
University of Wageningen 2011,
University of Wageningen 2012,
University of Wageningen 2014,
University of Wageningen 2015,
University of Warsaw 2005,
University of Warsaw 2006,
University of Warsaw 2007,
University of Warsaw 2008,
University of Warsaw 2009,
University of Warsaw 2010,
University of Warsaw 2011,
University of Warsaw 2014,
University of Warsaw 2015,
University of Warwick 2005,
University of Warwick 2006,
University of Warwick 2007,
University of Warwick 2008,
University of Warwick 2009,
University of Warwick 2010,
University of Warwick 2011,
University of Warwick 2012,
University of Warwick 2014,
University of Waterloo 2005,
University of Waterloo 2006,
University of Waterloo 2007,
University of Waterloo 2008,
University of Waterloo 2009,
University of Waterloo 2010,
University of Waterloo 2011,
University of Waterloo 2012,
University of Waterloo 2014,
University of Waterloo 2015,
University of Wisconsin - Milwaukee 2005,
University of Wisconsin - Milwaukee 2007,
University of Wisconsin - Milwaukee 2011,
University of Wollongong 2007,
University of Wollongong 2008,
University of Wollongong 2009,
University of Wollongong 2010,
University of Wollongong 2011,
University of Wollongong 2014,
University of Wollongong 2015,
University of Wroclaw 2005,
University of Wuerzburg 2005,
University of Wuerzburg 2006,
University of Wuerzburg 2007,
University of Wuerzburg 2008,
University of Wuerzburg 2009,
University of Wuerzburg 2010,
University of Wuerzburg 2011,
University of Wuerzburg 2012,
University of Wuerzburg 2014,
University of Wuerzburg 2015,
University of Wyoming 2005,
University of Wyoming 2006,
University of Wyoming 2007,
University of Wyoming 2008,
University of Wyoming 2009,
University of Wyoming 2010,
University of Wyoming 2011,
University of Wyoming 2014,
University of Wyoming 2015,
University of York 2005,
University of York 2006,
University of York 2007,
University of York 2008,
University of York 2009,
University of York 2010,
University of York 2011,
University of York 2014,
University of York 2015,
University of Zagreb 2011,
University of Zaragoza 2005,
University of Zaragoza 2006,
University of Zaragoza 2007,
University of Zaragoza 2008,
University of Zaragoza 2009,
University of Zaragoza 2010,
University of Zaragoza 2011,
University of Zaragoza 2014,
University of Zaragoza 2015,
University of the Basque Country 2014,
University of the Basque Country 2015,
University of the Mediterranean (Aix-Marseille 2) 2005,
University of the Mediterranean (Aix-Marseille 2) 2006,
University of the Mediterranean (Aix-Marseille 2) 2007,
University of the Mediterranean (Aix-Marseille 2) 2008,
University of the Mediterranean (Aix-Marseille 2) 2009,
University of the Mediterranean (Aix-Marseille 2) 2010,
University of the Witwatersrand 2005,
University of the Witwatersrand 2006,
University of the Witwatersrand 2007,
University of the Witwatersrand 2008,
University of the Witwatersrand 2009,
University of the Witwatersrand 2010,
University of the Witwatersrand 2011,
University of the Witwatersrand 2014,
University of the Witwatersrand 2015,
Université libre de Bruxelles (ULB) 2015,
Utah State University 2005,
Utah State University 2006,
Utah State University 2007,
Utah State University 2008,
Utah State University 2009,
Utah State University 2010,
Utah State University 2014,
Utah State University 2015,
VU University Amsterdam 2005,
VU University Amsterdam 2006,
VU University Amsterdam 2007,
VU University Amsterdam 2008,
VU University Amsterdam 2009,
VU University Amsterdam 2010,
VU University Amsterdam 2011,
VU University Amsterdam 2012,
Victor Segalen Bordeaux 2 University 2005,
Victor Segalen Bordeaux 2 University 2006,
Victor Segalen Bordeaux 2 University 2007,
Victor Segalen Bordeaux 2 University 2008,
Victor Segalen Bordeaux 2 University 2009,
Victoria University of Wellington 2005,
Victoria University of Wellington 2006,
Victoria University of Wellington 2007,
Victoria University of Wellington 2008,
Victoria University of Wellington 2009,
Victoria University of Wellington 2010,
Victoria University of Wellington 2011,
Victoria University of Wellington 2014,
Vienna University of Technology 2005,
Vienna University of Technology 2006,
Vienna University of Technology 2007,
Vienna University of Technology 2008,
Vienna University of Technology 2009,
Vienna University of Technology 2010,
Vienna University of Technology 2011,
Vienna University of Technology 2014,
Vienna University of Technology 2015,
Virginia Commonwealth University 2005,
Virginia Commonwealth University 2006,
Virginia Commonwealth University 2007,
Virginia Commonwealth University 2008,
Virginia Commonwealth University 2009,
Virginia Commonwealth University 2010,
Virginia Commonwealth University 2011,
Virginia Commonwealth University 2012,
Virginia Commonwealth University 2014,
Virginia Commonwealth University 2015,
Virginia Polytechnic Institute and State University 2005,
Virginia Polytechnic Institute and State University 2006,
Virginia Polytechnic Institute and State University 2007,
Virginia Polytechnic Institute and State University 2008,
Virginia Polytechnic Institute and State University 2009,
Virginia Polytechnic Institute and State University 2010,
Virginia Polytechnic Institute and State University 2011,
Virginia Polytechnic Institute and State University 2012,
Virginia Polytechnic Institute and State University 2014,
Virginia Polytechnic Institute and State University 2015,
Vrije Universiteit Brussel (VUB) 2015,
Vrije University Brussel 2005,
Vrije University Brussel 2006,
Vrije University Brussel 2007,
Vrije University Brussel 2008,
Vrije University Brussel 2009,
Vrije University Brussel 2010,
Vrije University Brussel 2011,
Vrije University Brussel 2014,
Wake Forest University 2005,
Wake Forest University 2006,
Wake Forest University 2007,
Wake Forest University 2008,
Wake Forest University 2009,
Wake Forest University 2010,
Wake Forest University 2011,
Wake Forest University 2014,
Wake Forest University 2015,
Waseda University 2005,
Waseda University 2006,
Waseda University 2007,
Waseda University 2008,
Waseda University 2009,
Waseda University 2010,
Waseda University 2011,
Waseda University 2014,
Washington State University - Pullman 2005,
Washington State University - Pullman 2006,
Washington State University - Pullman 2007,
Washington State University - Pullman 2008,
Washington State University - Pullman 2009,
Washington State University - Pullman 2010,
Washington State University - Pullman 2011,
Washington State University 2014,
Washington State University 2015,
Wayne State University 2005,
Wayne State University 2006,
Wayne State University 2007,
Wayne State University 2008,
Wayne State University 2009,
Wayne State University 2010,
Wayne State University 2011,
Wayne State University 2014,
Wayne State University 2015,
Weizmann Institute of Science 2005,
Weizmann Institute of Science 2006,
Weizmann Institute of Science 2007,
Weizmann Institute of Science 2008,
Weizmann Institute of Science 2009,
Weizmann Institute of Science 2010,
Weizmann Institute of Science 2011,
Weizmann Institute of Science 2014,
Weizmann Institute of Science 2015,
West Virginia University 2006,
West Virginia University 2007,
Western University (The University of Western Ontario) 2014,
Western University 2005,
Western University 2006,
Western University 2007,
Western University 2008,
Western University 2009,
Western University 2010,
Western University 2011,
Western University 2015,
Wuhan University 2010,
Wuhan University 2011,
Wuhan University 2014,
Wuhan University 2015,
Xiamen University 2010,
Xiamen University 2011,
Xiamen University 2014,
Xiamen University 2015,
Xian Jiao Tong University 2010,
Xian Jiao Tong University 2011,
Xian Jiao Tong University 2014,
Xian Jiao Tong University 2015,
Yamaguchi University 2005,
Yamaguchi University 2006,
Yamaguchi University 2007,
Yamaguchi University 2008,
Yamaguchi University 2009,
Yamaguchi University 2010,
Yamaguchi University 2011,
Yeshiva University 2005,
Yeshiva University 2006,
Yeshiva University 2007,
Yeshiva University 2008,
Yeshiva University 2009,
Yeshiva University 2010,
Yeshiva University 2011,
Yeshiva University 2014,
Yeshiva University 2015,
Yonsei University 2005,
Yonsei University 2006,
Yonsei University 2007,
Yonsei University 2008,
Yonsei University 2009,
Yonsei University 2010,
Yonsei University 2011,
Yonsei University 2014,
Yonsei University 2015,
York University 2005,
York University 2006,
York University 2007,
York University 2009,
York University 2010,
York University 2011,
York University 2014,
Zhejiang University 2005,
Zhejiang University 2006,
Zhejiang University 2007,
Zhejiang University 2008,
Zhejiang University 2009,
Zhejiang University 2010,
Zhejiang University 2011,
Zhejiang University 2012,
Zhejiang University 2014,
Zhejiang University 2015,
,
